,ELECTION_DATE,SMD,CANDIDATE,VOTES,WARD
2429,2018-11-06,3F03,Naomi Rutenberg,762,3
2430,2018-11-06,3F03,OVER VOTES,0,3
2431,2018-11-06,3F03,UNDER VOTES,161,3
2432,2018-11-06,3F03,WRITE-IN,24,3
2433,2018-11-06,3F04,NO CANDIDATE FILED,0,3
2434,2018-11-06,3F04,OVER VOTES,0,3
2435,2018-11-06,3F04,UNDER VOTES,694,3
2436,2018-11-06,3F04,WRITE-IN,134,3
2437,2018-11-06,3F05,Andrea Molod,651,3
2438,2018-11-06,3F05,OVER VOTES,0,3
2439,2018-11-06,3F05,UNDER VOTES,185,3
2440,2018-11-06,3F05,WRITE-IN,15,3
2441,2018-11-06,3F06,Monika Nemeth,415,3
2442,2018-11-06,3F06,OVER VOTES,0,3
2443,2018-11-06,3F06,UNDER VOTES,174,3
2444,2018-11-06,3F06,WRITE-IN,14,3
2445,2018-11-06,3F06,William J. Sittig,310,3
2446,2018-11-06,3F07,OVER VOTES,0,3
2447,2018-11-06,3F07,Patrick Jakopchek,773,3
2448,2018-11-06,3F07,UNDER VOTES,177,3
2449,2018-11-06,3F07,WRITE-IN,29,3
2450,2018-11-06,3G01,Abraham Clayman,725,3
2451,2018-11-06,3G01,OVER VOTES,0,3
2452,2018-11-06,3G01,UNDER VOTES,186,3
2453,2018-11-06,3G01,WRITE-IN,39,3
2454,2018-11-06,3G02,Chanda Tuck-Garfield,665,3
2455,2018-11-06,3G02,OVER VOTES,1,3
2456,2018-11-06,3G02,UNDER VOTES,239,3
2457,2018-11-06,3G02,WRITE-IN,41,3
2458,2018-11-06,3G03,OVER VOTES,0,3
2459,2018-11-06,3G03,Randy Speck,822,3
2460,2018-11-06,3G03,UNDER VOTES,168,3
2461,2018-11-06,3G03,WRITE-IN,31,3
2462,2018-11-06,3G04,OVER VOTES,0,3
2463,2018-11-06,3G04,Rebecca Maydak,797,3
2464,2018-11-06,3G04,UNDER VOTES,184,3
2465,2018-11-06,3G04,WRITE-IN,41,3
2466,2018-11-06,3G05,Deean Rubin,361,3
2467,2018-11-06,3G05,Jerry Malitz,449,3
2468,2018-11-06,3G05,OVER VOTES,0,3
2469,2018-11-06,3G05,UNDER VOTES,147,3
2470,2018-11-06,3G05,WRITE-IN,17,3
2471,2018-11-06,3G06,Dan Bradfield,726,3
2472,2018-11-06,3G06,OVER VOTES,0,3
2473,2018-11-06,3G06,UNDER VOTES,194,3
2474,2018-11-06,3G06,WRITE-IN,27,3
2475,2018-11-06,3G07,Chris Fromboluti,678,3
2476,2018-11-06,3G07,OVER VOTES,0,3
2477,2018-11-06,3G07,UNDER VOTES,187,3
2478,2018-11-06,3G07,WRITE-IN,20,3
2479,2018-11-06,4A01,Douglass Sloan,359,4
2480,2018-11-06,4A01,OVER VOTES,0,4
2481,2018-11-06,4A01,Phyllis Green,542,4
2482,2018-11-06,4A01,UNDER VOTES,97,4
2483,2018-11-06,4A01,WRITE-IN,19,4
2484,2018-11-06,4A02,Iris Parks,472,4
2485,2018-11-06,4A02,OVER VOTES,0,4
2486,2018-11-06,4A02,Stacey Lincoln,613,4
2487,2018-11-06,4A02,UNDER VOTES,58,4
2488,2018-11-06,4A02,WRITE-IN,7,4
2489,2018-11-06,4A03,OVER VOTES,0,4
2490,2018-11-06,4A03,"Stephen A. ""Steve"" Whatley",536,4
2491,2018-11-06,4A03,UNDER VOTES,88,4
2492,2018-11-06,4A03,WRITE-IN,30,4
2493,2018-11-06,4A04,Jasmine Byrd,256,4
2494,2018-11-06,4A04,OVER VOTES,1,4
2495,2018-11-06,4A04,Patience R. Singleton,463,4
2496,2018-11-06,4A04,UNDER VOTES,70,4
2497,2018-11-06,4A04,WRITE-IN,10,4
2498,2018-11-06,4A05,Deborah Pope,342,4
2499,2018-11-06,4A05,OVER VOTES,0,4
2500,2018-11-06,4A05,UNDER VOTES,78,4
2501,2018-11-06,4A05,WRITE-IN,27,4
2502,2018-11-06,4A06,Candace Tiana Nelson,297,4
2503,2018-11-06,4A06,OVER VOTES,0,4
2504,2018-11-06,4A06,UNDER VOTES,78,4
2505,2018-11-06,4A06,WRITE-IN,10,4
2506,2018-11-06,4A07,NO CANDIDATE FILED,0,4
2507,2018-11-06,4A07,OVER VOTES,0,4
2508,2018-11-06,4A07,UNDER VOTES,510,4
2509,2018-11-06,4A07,WRITE-IN,154,4
2510,2018-11-06,4A08,Gale Black,977,4
2511,2018-11-06,4A08,OVER VOTES,1,4
2512,2018-11-06,4A08,UNDER VOTES,131,4
2513,2018-11-06,4A08,WRITE-IN,44,4
2514,2018-11-06,4B01,Andre R. Carley,415,4
2515,2018-11-06,4B01,Evan Yeats,506,4
2516,2018-11-06,4B01,OVER VOTES,0,4
2517,2018-11-06,4B01,UNDER VOTES,114,4
2518,2018-11-06,4B01,WRITE-IN,17,4
2519,2018-11-06,4B02,Erin Palmer,601,4
2520,2018-11-06,4B02,OVER VOTES,0,4
2521,2018-11-06,4B02,Tanya Topolewski,191,4
2522,2018-11-06,4B02,UNDER VOTES,90,4
2523,2018-11-06,4B02,WRITE-IN,23,4
2524,2018-11-06,4B03,OVER VOTES,0,4
2525,2018-11-06,4B03,Scot Knickerbocker,770,4
2526,2018-11-06,4B03,UNDER VOTES,128,4
2527,2018-11-06,4B03,WRITE-IN,42,4
2528,2018-11-06,4B04,Brenda Parks,819,4
2529,2018-11-06,4B04,OVER VOTES,0,4
2530,2018-11-06,4B04,UNDER VOTES,104,4
2531,2018-11-06,4B04,WRITE-IN,37,4
2532,2018-11-06,4B05,NO CANDIDATE FILED,0,4
2533,2018-11-06,4B05,OVER VOTES,0,4
2534,2018-11-06,4B05,UNDER VOTES,528,4
2535,2018-11-06,4B05,WRITE-IN,113,4
2536,2018-11-06,4B06,Natalee S. Snider,642,4
2537,2018-11-06,4B06,OVER VOTES,0,4
2538,2018-11-06,4B06,UNDER VOTES,157,4
2539,2018-11-06,4B06,WRITE-IN,172,4
2540,2018-11-06,4B07,Alice W Gilmore,299,4
2541,2018-11-06,4B07,Geoff Bromaghim,528,4
2542,2018-11-06,4B07,Judi Jones,364,4
2543,2018-11-06,4B07,OVER VOTES,0,4
2544,2018-11-06,4B07,UNDER VOTES,95,4
2545,2018-11-06,4B07,WRITE-IN,15,4
2546,2018-11-06,4B08,Alison Brooks,657,4
2547,2018-11-06,4B08,James W. Thomas,180,4
2548,2018-11-06,4B08,OVER VOTES,0,4
2549,2018-11-06,4B08,UNDER VOTES,87,4
2550,2018-11-06,4B08,WRITE-IN,26,4
2551,2018-11-06,4B09,La Roya A. Huff,515,4
2552,2018-11-06,4B09,OVER VOTES,1,4
2553,2018-11-06,4B09,Tischa Cockrell,497,4
2554,2018-11-06,4B09,UNDER VOTES,33,4
2555,2018-11-06,4B09,WRITE-IN,6,4
2556,2018-11-06,4C01,Charlotte Nugent,495,4
2557,2018-11-06,4C01,OVER VOTES,0,4
2558,2018-11-06,4C01,Salina P. Waddy,142,4
2559,2018-11-06,4C01,UNDER VOTES,59,4
2560,2018-11-06,4C01,WRITE-IN,16,4
2561,2018-11-06,4C02,Maria Barry,761,4
2562,2018-11-06,4C02,OVER VOTES,0,4
2563,2018-11-06,4C02,UNDER VOTES,158,4
2564,2018-11-06,4C02,WRITE-IN,56,4
2565,2018-11-06,4C03,Ashik Siddique,264,4
2566,2018-11-06,4C03,OVER VOTES,1,4
2567,2018-11-06,4C03,UNDER VOTES,134,4
2568,2018-11-06,4C03,Ulysses E. Campbell,399,4
2569,2018-11-06,4C03,WRITE-IN,21,4
2570,2018-11-06,4C04,NO CANDIDATE FILED,0,4
2571,2018-11-06,4C04,OVER VOTES,0,4
2572,2018-11-06,4C04,UNDER VOTES,397,4
2573,2018-11-06,4C04,WRITE-IN,160,4
2574,2018-11-06,4C05,Benjamin Underwood,184,4
2575,2018-11-06,4C05,Debbie Matties,344,4
2576,2018-11-06,4C05,OVER VOTES,0,4
2577,2018-11-06,4C05,UNDER VOTES,135,4
2578,2018-11-06,4C05,WRITE-IN,15,4
2579,2018-11-06,4C06,Bennett Hilley,801,4
2580,2018-11-06,4C06,OVER VOTES,3,4
2581,2018-11-06,4C06,UNDER VOTES,198,4
2582,2018-11-06,4C06,WRITE-IN,49,4
2583,2018-11-06,4C07,Kim Varzi,651,4
2584,2018-11-06,4C07,Kreig Rajaram,123,4
2585,2018-11-06,4C07,OVER VOTES,0,4
2586,2018-11-06,4C07,UNDER VOTES,132,4
2587,2018-11-06,4C07,WRITE-IN,27,4
2588,2018-11-06,4C08,OVER VOTES,0,4
2589,2018-11-06,4C08,Timothy A. Jones,440,4
2590,2018-11-06,4C08,UNDER VOTES,123,4
2591,2018-11-06,4C08,WRITE-IN,450,4
2592,2018-11-06,4C09,OVER VOTES,1,4
2593,2018-11-06,4C09,Steven Feingold,263,4
2594,2018-11-06,4C09,Tearsa Coates,472,4
2595,2018-11-06,4C09,UNDER VOTES,84,4
2596,2018-11-06,4C09,WRITE-IN,22,4
2597,2018-11-06,4C10,Jonah Goodman,700,4
2598,2018-11-06,4C10,OVER VOTES,0,4
2599,2018-11-06,4C10,UNDER VOTES,139,4
2600,2018-11-06,4C10,WRITE-IN,79,4
2601,2018-11-06,4D01,OVER VOTES,0,4
2602,2018-11-06,4D01,Peter Tabor,462,4
2603,2018-11-06,4D01,UNDER VOTES,121,4
2604,2018-11-06,4D01,WRITE-IN,18,4
2605,2018-11-06,4D02,OVER VOTES,0,4
2606,2018-11-06,4D02,Renee  L. Bowser,733,4
2607,2018-11-06,4D02,UNDER VOTES,72,4
2608,2018-11-06,4D02,WRITE-IN,18,4
2609,2018-11-06,4D03,Aaron Polkey,734,4
2610,2018-11-06,4D03,OVER VOTES,0,4
2611,2018-11-06,4D03,UNDER VOTES,163,4
2612,2018-11-06,4D03,WRITE-IN,30,4
2613,2018-11-06,4D04,Jamie Barden,587,4
2614,2018-11-06,4D04,OVER VOTES,0,4
2615,2018-11-06,4D04,UNDER VOTES,103,4
2616,2018-11-06,4D04,WRITE-IN,18,4
2617,2018-11-06,4D05,Krystal Branton,521,4
2618,2018-11-06,4D05,OVER VOTES,0,4
2619,2018-11-06,4D05,UNDER VOTES,109,4
2620,2018-11-06,4D05,WRITE-IN,24,4
2621,2018-11-06,4D06,Jonathan Nobil,623,4
2622,2018-11-06,4D06,OVER VOTES,0,4
2623,2018-11-06,4D06,UNDER VOTES,127,4
2624,2018-11-06,4D06,WRITE-IN,36,4
2625,2018-11-06,5A01,Diamond Barbour,282,5
2626,2018-11-06,5A01,Frank Wilds,632,5
2627,2018-11-06,5A01,OVER VOTES,1,5
2628,2018-11-06,5A01,UNDER VOTES,98,5
2629,2018-11-06,5A01,WRITE-IN,19,5
2630,2018-11-06,5A02,Grace J. Lewis,782,5
2631,2018-11-06,5A02,OVER VOTES,0,5
2632,2018-11-06,5A02,UNDER VOTES,95,5
2633,2018-11-06,5A02,WRITE-IN,73,5
2634,2018-11-06,5A03,Cary Clennon,430,5
2635,2018-11-06,5A03,Emily Singer Lucio,443,5
2636,2018-11-06,5A03,OVER VOTES,0,5
2637,2018-11-06,5A03,UNDER VOTES,122,5
2638,2018-11-06,5A03,WRITE-IN,33,5
2639,2018-11-06,5A04,NO CANDIDATE FILED,0,5
2640,2018-11-06,5A04,OVER VOTES,0,5
2641,2018-11-06,5A04,UNDER VOTES,15,5
2642,2018-11-06,5A04,WRITE-IN,3,5
2643,2018-11-06,5A05,Earl McDermott,154,5
2644,2018-11-06,5A05,OVER VOTES,0,5
2645,2018-11-06,5A05,Ronnie Edwards,167,5
2646,2018-11-06,5A05,UNDER VOTES,40,5
2647,2018-11-06,5A05,WRITE-IN,2,5
2648,2018-11-06,5A06,A. Jamaal Lampkin,567,5
2649,2018-11-06,5A06,OVER VOTES,0,5
2650,2018-11-06,5A06,UNDER VOTES,112,5
2651,2018-11-06,5A06,WRITE-IN,43,5
2652,2018-11-06,5A07,OVER VOTES,1,5
2653,2018-11-06,5A07,"Sandra ""Sandi"" Washington",348,5
2654,2018-11-06,5A07,UNDER VOTES,65,5
2655,2018-11-06,5A07,WRITE-IN,13,5
2656,2018-11-06,5A08,Gordon - Andrew Fletcher,934,5
2657,2018-11-06,5A08,OVER VOTES,0,5
2658,2018-11-06,5A08,UNDER VOTES,106,5
2659,2018-11-06,5A08,WRITE-IN,49,5
2660,2018-11-06,5B01,Gayle Carley,927,5
2661,2018-11-06,5B01,OVER VOTES,0,5
2662,2018-11-06,5B01,UNDER VOTES,89,5
2663,2018-11-06,5B01,WRITE-IN,40,5
2664,2018-11-06,5B02,OVER VOTES,1,5
2665,2018-11-06,5B02,UNDER VOTES,146,5
2666,2018-11-06,5B02,Ursula Higgins,800,5
2667,2018-11-06,5B02,WRITE-IN,59,5
2668,2018-11-06,5B03,Henri Makembe,846,5
2669,2018-11-06,5B03,OVER VOTES,0,5
2670,2018-11-06,5B03,UNDER VOTES,177,5
2671,2018-11-06,5B03,WRITE-IN,64,5
2672,2018-11-06,5B04,OVER VOTES,0,5
2673,2018-11-06,5B04,Ra Amin,843,5
2674,2018-11-06,5B04,UNDER VOTES,158,5
2675,2018-11-06,5B04,WRITE-IN,40,5
2676,2018-11-06,5B05,"John J. Feeley, Jr.",414,5
2677,2018-11-06,5B05,Landon Jones,429,5
2678,2018-11-06,5B05,OVER VOTES,0,5
2679,2018-11-06,5B05,UNDER VOTES,152,5
2680,2018-11-06,5B05,WRITE-IN,28,5
2681,2018-11-06,5C01,Gail A. Brevard,454,5
2682,2018-11-06,5C01,Henry Coppola,180,5
2683,2018-11-06,5C01,Laurence Telson,139,5
2684,2018-11-06,5C01,OVER VOTES,0,5
2685,2018-11-06,5C01,UNDER VOTES,93,5
2686,2018-11-06,5C01,WRITE-IN,25,5
2687,2018-11-06,5C02,Lauren Rogers,449,5
2688,2018-11-06,5C02,OVER VOTES,0,5
2689,2018-11-06,5C02,UNDER VOTES,73,5
2690,2018-11-06,5C02,WRITE-IN,15,5
2691,2018-11-06,5C02,Walter Deleon,211,5
2692,2018-11-06,5C03,OVER VOTES,1,5
2693,2018-11-06,5C03,Robert Looper III,1031,5
2694,2018-11-06,5C03,UNDER VOTES,134,5
2695,2018-11-06,5C03,WRITE-IN,33,5
2696,2018-11-06,5C04,Jacqueline Manning,618,5
2697,2018-11-06,5C04,OVER VOTES,0,5
2698,2018-11-06,5C04,UNDER VOTES,85,5
2699,2018-11-06,5C04,WRITE-IN,35,5
2700,2018-11-06,5C05,Darlene Oliver,629,5
2701,2018-11-06,5C05,OVER VOTES,0,5
2702,2018-11-06,5C05,UNDER VOTES,106,5
2703,2018-11-06,5C05,WRITE-IN,28,5
2704,2018-11-06,5C06,Kirsten Williams,207,5
2705,2018-11-06,5C06,LaMonica Jeffrey,165,5
2706,2018-11-06,5C06,OVER VOTES,0,5
2707,2018-11-06,5C06,Thaddeus James,174,5
2708,2018-11-06,5C06,UNDER VOTES,62,5
2709,2018-11-06,5C06,WRITE-IN,7,5
2710,2018-11-06,5C07,Jeremiah Montague Jr,571,5
2711,2018-11-06,5C07,Luke Cieslewicz,190,5
2712,2018-11-06,5C07,OVER VOTES,0,5
2713,2018-11-06,5C07,UNDER VOTES,99,5
2714,2018-11-06,5C07,WRITE-IN,17,5
2715,2018-11-06,5D01,OVER VOTES,1,5
2716,2018-11-06,5D01,Peta-Gay Lewis,191,5
2717,2018-11-06,5D01,Ryan Linehan,320,5
2718,2018-11-06,5D01,UNDER VOTES,58,5
2719,2018-11-06,5D01,WRITE-IN,8,5
2720,2018-11-06,5D02,Keisha L. Shropshire,593,5
2721,2018-11-06,5D02,OVER VOTES,1,5
2722,2018-11-06,5D02,UNDER VOTES,95,5
2723,2018-11-06,5D02,WRITE-IN,30,5
2724,2018-11-06,5D03,OVER VOTES,0,5
2725,2018-11-06,5D03,Steven Motley,558,5
2726,2018-11-06,5D03,UNDER VOTES,115,5
2727,2018-11-06,5D03,WRITE-IN,43,5
2728,2018-11-06,5D04,Bernice S Blacknell,424,5
2729,2018-11-06,5D04,OVER VOTES,0,5
2730,2018-11-06,5D04,UNDER VOTES,60,5
2731,2018-11-06,5D04,WRITE-IN,13,5
2732,2018-11-06,5D05,OVER VOTES,0,5
2733,2018-11-06,5D05,Sydelle Moore,299,5
2734,2018-11-06,5D05,UNDER VOTES,48,5
2735,2018-11-06,5D05,WRITE-IN,11,5
2736,2018-11-06,5D05,Walter Teddy Largent Jr,116,5
2737,2018-11-06,5D06,Jason E. Burkett,423,5
2738,2018-11-06,5D06,OVER VOTES,0,5
2739,2018-11-06,5D06,Romello Goodman,408,5
2740,2018-11-06,5D06,UNDER VOTES,173,5
2741,2018-11-06,5D06,WRITE-IN,36,5
2742,2018-11-06,5D07,Clarence Lee,619,5
2743,2018-11-06,5D07,OVER VOTES,0,5
2744,2018-11-06,5D07,UNDER VOTES,104,5
2745,2018-11-06,5D07,WRITE-IN,25,5
2746,2018-11-06,5E01,NO CANDIDATE FILED,0,5
2747,2018-11-06,5E01,OVER VOTES,0,5
2748,2018-11-06,5E01,UNDER VOTES,531,5
2749,2018-11-06,5E01,WRITE-IN,310,5
2750,2018-11-06,5E02,OVER VOTES,0,5
2751,2018-11-06,5E02,Patricia L. Williams,360,5
2752,2018-11-06,5E02,UNDER VOTES,70,5
2753,2018-11-06,5E02,WRITE-IN,17,5
2754,2018-11-06,5E03,Cortney Segmen,853,5
2755,2018-11-06,5E03,Eugene Sims,322,5
2756,2018-11-06,5E03,OVER VOTES,1,5
2757,2018-11-06,5E03,UNDER VOTES,238,5
2758,2018-11-06,5E03,WRITE-IN,68,5
2759,2018-11-06,5E04,Mary L. Farmer-Allen,49,5
2760,2018-11-06,5E04,OVER VOTES,1,5
2761,2018-11-06,5E04,Shannon Lynch,43,5
2762,2018-11-06,5E04,Shelley A. Vinyard,343,5
2763,2018-11-06,5E04,Sylvia M. Pinkney,496,5
2764,2018-11-06,5E04,UNDER VOTES,83,5
2765,2018-11-06,5E04,WRITE-IN,9,5
2766,2018-11-06,5E05,Bradley Ashton Thomas,427,5
2767,2018-11-06,5E05,Joyce Robinson - Paul,423,5
2768,2018-11-06,5E05,OVER VOTES,0,5
2769,2018-11-06,5E05,UNDER VOTES,108,5
2770,2018-11-06,5E05,WRITE-IN,11,5
2771,2018-11-06,5E06,Karla M. Lewis,374,5
2772,2018-11-06,5E06,OVER VOTES,0,5
2773,2018-11-06,5E06,Patricia (Pat) Mitchell,335,5
2774,2018-11-06,5E06,UNDER VOTES,111,5
2775,2018-11-06,5E06,WRITE-IN,12,5
2776,2018-11-06,5E07,Bertha G. Holliday,778,5
2777,2018-11-06,5E07,OVER VOTES,0,5
2778,2018-11-06,5E07,UNDER VOTES,168,5
2779,2018-11-06,5E07,WRITE-IN,53,5
2780,2018-11-06,5E08,OVER VOTES,0,5
2781,2018-11-06,5E08,Robert Vinson Brannum,686,5
2782,2018-11-06,5E08,UNDER VOTES,189,5
2783,2018-11-06,5E08,WRITE-IN,53,5
2784,2018-11-06,5E09,C. Dianne Barnes,360,5
2785,2018-11-06,5E09,Kirby Vining,144,5
2786,2018-11-06,5E09,OVER VOTES,1,5
2787,2018-11-06,5E09,Rae Sullivan,40,5
2788,2018-11-06,5E09,Sam Bonar,183,5
2789,2018-11-06,5E09,UNDER VOTES,88,5
2790,2018-11-06,5E09,WRITE-IN,13,5
2791,2018-11-06,5E10,Nancy Darlene Jones,714,5
2792,2018-11-06,5E10,OVER VOTES,0,5
2793,2018-11-06,5E10,UNDER VOTES,112,5
2794,2018-11-06,5E10,WRITE-IN,139,5
2795,2018-11-06,6A01,Marie-Claire Brown,838,6
2796,2018-11-06,6A01,OVER VOTES,1,6
2797,2018-11-06,6A01,UNDER VOTES,147,6
2798,2018-11-06,6A01,WRITE-IN,36,6
2799,2018-11-06,6A02,OVER VOTES,0,6
2800,2018-11-06,6A02,Phil Toomajian,801,6
2801,2018-11-06,6A02,UNDER VOTES,133,6
2802,2018-11-06,6A02,WRITE-IN,44,6
2803,2018-11-06,6A03,Mike Soderman,536,6
2804,2018-11-06,6A03,OVER VOTES,0,6
2805,2018-11-06,6A03,Ramin Taheri,418,6
2806,2018-11-06,6A03,UNDER VOTES,141,6
2807,2018-11-06,6A03,WRITE-IN,20,6
2808,2018-11-06,6A04,Amber Gove,948,6
2809,2018-11-06,6A04,OVER VOTES,0,6
2810,2018-11-06,6A04,UNDER VOTES,145,6
2811,2018-11-06,6A04,WRITE-IN,37,6
2812,2018-11-06,6A05,Alan Chargin,446,6
2813,2018-11-06,6A05,OVER VOTES,0,6
2814,2018-11-06,6A05,Ruth Ann Hudson,548,6
2815,2018-11-06,6A05,UNDER VOTES,135,6
2816,2018-11-06,6A05,WRITE-IN,13,6
2817,2018-11-06,6A06,H.J. Amons SR,170,6
2818,2018-11-06,6A06,OVER VOTES,1,6
2819,2018-11-06,6A06,Stephanie Zimny,655,6
2820,2018-11-06,6A06,UNDER VOTES,147,6
2821,2018-11-06,6A06,WRITE-IN,24,6
2822,2018-11-06,6A07,OVER VOTES,0,6
2823,2018-11-06,6A07,Sondra Phillips-Gilbert,614,6
2824,2018-11-06,6A07,UNDER VOTES,91,6
2825,2018-11-06,6A07,WRITE-IN,45,6
2826,2018-11-06,6A08,Brian Alcorn,848,6
2827,2018-11-06,6A08,OVER VOTES,1,6
2828,2018-11-06,6A08,UNDER VOTES,168,6
2829,2018-11-06,6A08,WRITE-IN,40,6
2830,2018-11-06,6B01,Jennifer E. Samolyk,625,6
2831,2018-11-06,6B01,OVER VOTES,0,6
2832,2018-11-06,6B01,UNDER VOTES,131,6
2833,2018-11-06,6B01,WRITE-IN,36,6
2834,2018-11-06,6B02,Gerald Sroufe,804,6
2835,2018-11-06,6B02,OVER VOTES,0,6
2836,2018-11-06,6B02,UNDER VOTES,245,6
2837,2018-11-06,6B02,WRITE-IN,33,6
2838,2018-11-06,6B03,Brian Ready,866,6
2839,2018-11-06,6B03,OVER VOTES,0,6
2840,2018-11-06,6B03,UNDER VOTES,165,6
2841,2018-11-06,6B03,WRITE-IN,42,6
2842,2018-11-06,6B04,Kirsten Oldenburg,682,6
2843,2018-11-06,6B04,OVER VOTES,0,6
2844,2018-11-06,6B04,UNDER VOTES,106,6
2845,2018-11-06,6B04,WRITE-IN,36,6
2846,2018-11-06,6B05,OVER VOTES,0,6
2847,2018-11-06,6B05,Steve Holtzman,655,6
2848,2018-11-06,6B05,Taylor Kuether,200,6
2849,2018-11-06,6B05,UNDER VOTES,154,6
2850,2018-11-06,6B05,WRITE-IN,17,6
2851,2018-11-06,6B06,Corey Holman,891,6
2852,2018-11-06,6B06,OVER VOTES,0,6
2853,2018-11-06,6B06,UNDER VOTES,184,6
2854,2018-11-06,6B06,WRITE-IN,30,6
2855,2018-11-06,6B07,Kelly Waud,639,6
2856,2018-11-06,6B07,OVER VOTES,0,6
2857,2018-11-06,6B07,UNDER VOTES,123,6
2858,2018-11-06,6B07,WRITE-IN,25,6
2859,2018-11-06,6B08,Chander Jayaraman,790,6
2860,2018-11-06,6B08,OVER VOTES,1,6
2861,2018-11-06,6B08,UNDER VOTES,193,6
2862,2018-11-06,6B08,WRITE-IN,43,6
2863,2018-11-06,6B09,Kasie Clark,1006,6
2864,2018-11-06,6B09,OVER VOTES,0,6
2865,2018-11-06,6B09,UNDER VOTES,163,6
2866,2018-11-06,6B09,WRITE-IN,48,6
2867,2018-11-06,6B10,Kathryn Denise Rucker Krepp,857,6
2868,2018-11-06,6B10,OVER VOTES,0,6
2869,2018-11-06,6B10,UNDER VOTES,146,6
2870,2018-11-06,6B10,WRITE-IN,42,6
2871,2018-11-06,6C01,Christine Healey,679,6
2872,2018-11-06,6C01,OVER VOTES,0,6
2873,2018-11-06,6C01,UNDER VOTES,124,6
2874,2018-11-06,6C01,WRITE-IN,25,6
2875,2018-11-06,6C02,Karen Wirt,344,6
2876,2018-11-06,6C02,OVER VOTES,0,6
2877,2018-11-06,6C02,UNDER VOTES,87,6
2878,2018-11-06,6C02,WRITE-IN,20,6
2879,2018-11-06,6C03,Jay Adelstein,847,6
2880,2018-11-06,6C03,OVER VOTES,0,6
2881,2018-11-06,6C03,UNDER VOTES,225,6
2882,2018-11-06,6C03,WRITE-IN,43,6
2883,2018-11-06,6C04,Mark Eckenwiler,895,6
2884,2018-11-06,6C04,OVER VOTES,0,6
2885,2018-11-06,6C04,UNDER VOTES,214,6
2886,2018-11-06,6C04,WRITE-IN,65,6
2887,2018-11-06,6C05,Chad M. Ernst,536,6
2888,2018-11-06,6C05,Joel Kelty,574,6
2889,2018-11-06,6C05,OVER VOTES,0,6
2890,2018-11-06,6C05,UNDER VOTES,313,6
2891,2018-11-06,6C05,WRITE-IN,43,6
2892,2018-11-06,6C06,OVER VOTES,0,6
2893,2018-11-06,6C06,Robb Dooling,1868,6
2894,2018-11-06,6C06,UNDER VOTES,423,6
2895,2018-11-06,6C06,WRITE-IN,93,6
2896,2018-11-06,6D01,Gail Fast,1080,6
2897,2018-11-06,6D01,OVER VOTES,1,6
2898,2018-11-06,6D01,UNDER VOTES,199,6
2899,2018-11-06,6D01,WRITE-IN,72,6
2900,2018-11-06,6D02,Anna Forgie,1046,6
2901,2018-11-06,6D02,Cara Lea Shockley,277,6
2902,2018-11-06,6D02,OVER VOTES,0,6
2903,2018-11-06,6D02,UNDER VOTES,196,6
2904,2018-11-06,6D02,WRITE-IN,46,6
2905,2018-11-06,6D03,OVER VOTES,0,6
2906,2018-11-06,6D03,Ron Collins,594,6
2907,2018-11-06,6D03,UNDER VOTES,142,6
2908,2018-11-06,6D03,WRITE-IN,45,6
2909,2018-11-06,6D04,Andy Litsky,1019,6
2910,2018-11-06,6D04,OVER VOTES,1,6
2911,2018-11-06,6D04,UNDER VOTES,176,6
2912,2018-11-06,6D04,WRITE-IN,52,6
2913,2018-11-06,6D05,Anthony Dale,553,6
2914,2018-11-06,6D05,OVER VOTES,1,6
2915,2018-11-06,6D05,Roger Moffatt,437,6
2916,2018-11-06,6D05,UNDER VOTES,163,6
2917,2018-11-06,6D05,WRITE-IN,26,6
2918,2018-11-06,6D06,OVER VOTES,0,6
2919,2018-11-06,6D06,Rhonda Natalie Hamilton,705,6
2920,2018-11-06,6D06,UNDER VOTES,103,6
2921,2018-11-06,6D06,WRITE-IN,40,6
2922,2018-11-06,6D07,Brant J Miller,584,6
2923,2018-11-06,6D07,Edward Daniels,847,6
2924,2018-11-06,6D07,OVER VOTES,1,6
2925,2018-11-06,6D07,Patrick Witte,222,6
2926,2018-11-06,6D07,UNDER VOTES,368,6
2927,2018-11-06,6D07,WRITE-IN,86,6
2928,2018-11-06,6E01,"Alexander M. ""Alex"" Padro",631,6
2929,2018-11-06,6E01,Mary A. Sutherland,400,6
2930,2018-11-06,6E01,OVER VOTES,0,6
2931,2018-11-06,6E01,UNDER VOTES,167,6
2932,2018-11-06,6E01,WRITE-IN,16,6
2933,2018-11-06,6E02,Anthony Brown,413,6
2934,2018-11-06,6E02,Michael J. Brown,423,6
2935,2018-11-06,6E02,OVER VOTES,2,6
2936,2018-11-06,6E02,UNDER VOTES,171,6
2937,2018-11-06,6E02,WRITE-IN,45,6
2938,2018-11-06,6E03,Frank Wiggins,504,6
2939,2018-11-06,6E03,OVER VOTES,2,6
2940,2018-11-06,6E03,UNDER VOTES,80,6
2941,2018-11-06,6E03,WRITE-IN,37,6
2942,2018-11-06,6E04,David Jaffe,646,6
2943,2018-11-06,6E04,OVER VOTES,0,6
2944,2018-11-06,6E04,UNDER VOTES,232,6
2945,2018-11-06,6E04,WRITE-IN,211,6
2946,2018-11-06,6E05,Alex Marriott,1263,6
2947,2018-11-06,6E05,OVER VOTES,0,6
2948,2018-11-06,6E05,UNDER VOTES,191,6
