,ELECTION_DATE,SMD,CANDIDATE,VOTES,WARD
1023,2014-11-04,3C01,LEE BRIAN REBA,890,3
1024,2014-11-04,3C01,OVER VOTES,2,3
1025,2014-11-04,3C01,UNDER VOTES,372,3
1026,2014-11-04,3C01,WRITE-IN,62,3
1027,2014-11-04,3C02,GWENDOLYN BOLE,908,3
1028,2014-11-04,3C02,OVER VOTES,0,3
1029,2014-11-04,3C02,UNDER VOTES,374,3
1030,2014-11-04,3C02,WRITE-IN,30,3
1031,2014-11-04,3C03,DAVID S. VALDEZ,1112,3
1032,2014-11-04,3C03,OVER VOTES,0,3
1033,2014-11-04,3C03,UNDER VOTES,428,3
1034,2014-11-04,3C03,WRITE-IN,22,3
1035,2014-11-04,3C04,NO CANDIDATE FILED,0,3
1036,2014-11-04,3C04,OVER VOTES,0,3
1037,2014-11-04,3C04,UNDER VOTES,854,3
1038,2014-11-04,3C04,WRITE-IN,260,3
1039,2014-11-04,3C05,MARGARET A. SIEGEL,1298,3
1040,2014-11-04,3C05,OVER VOTES,0,3
1041,2014-11-04,3C05,UNDER VOTES,548,3
1042,2014-11-04,3C05,WRITE-IN,60,3
1043,2014-11-04,3C06,CARL ROLLER,914,3
1044,2014-11-04,3C06,OVER VOTES,0,3
1045,2014-11-04,3C06,UNDER VOTES,270,3
1046,2014-11-04,3C06,WRITE-IN,22,3
1047,2014-11-04,3C07,OVER VOTES,0,3
1048,2014-11-04,3C07,UNDER VOTES,338,3
1049,2014-11-04,3C07,VICTOR SILVEIRA,858,3
1050,2014-11-04,3C07,WRITE-IN,46,3
1051,2014-11-04,3C08,CATHERINE MAY,1022,3
1052,2014-11-04,3C08,OVER VOTES,2,3
1053,2014-11-04,3C08,UNDER VOTES,370,3
1054,2014-11-04,3C08,WRITE-IN,22,3
1055,2014-11-04,3C09,NANCY J. MacWOOD,1080,3
1056,2014-11-04,3C09,OVER VOTES,0,3
1057,2014-11-04,3C09,UNDER VOTES,362,3
1058,2014-11-04,3C09,WRITE-IN,88,3
1059,2014-11-04,3D01,BENJAMIN TESSLER,656,3
1060,2014-11-04,3D01,OVER VOTES,0,3
1061,2014-11-04,3D01,UNDER VOTES,162,3
1062,2014-11-04,3D01,WILLIAM SPENCE SPENCER,710,3
1063,2014-11-04,3D01,WRITE-IN,26,3
1064,2014-11-04,3D02,OVER VOTES,0,3
1065,2014-11-04,3D02,"THOMAS ""TOM"" SMITH",544,3
1066,2014-11-04,3D02,UNDER VOTES,186,3
1067,2014-11-04,3D02,WRITE-IN,22,3
1068,2014-11-04,3D03,NAN S. WELLS,988,3
1069,2014-11-04,3D03,OVER VOTES,0,3
1070,2014-11-04,3D03,UNDER VOTES,342,3
1071,2014-11-04,3D03,WRITE-IN,28,3
1072,2014-11-04,3D04,OVER VOTES,0,3
1073,2014-11-04,3D04,STU ROSS,1096,3
1074,2014-11-04,3D04,UNDER VOTES,284,3
1075,2014-11-04,3D04,WRITE-IN,40,3
1076,2014-11-04,3D05,ALMA H. GATES,684,3
1077,2014-11-04,3D05,GORDON KIT,236,3
1078,2014-11-04,3D05,JAMESON PAUL FREEMAN,114,3
1079,2014-11-04,3D05,OVER VOTES,0,3
1080,2014-11-04,3D05,UNDER VOTES,298,3
1081,2014-11-04,3D05,WRITE-IN,32,3
1082,2014-11-04,3D06,OVER VOTES,0,3
1083,2014-11-04,3D06,STEPHEN GARDNER,654,3
1084,2014-11-04,3D06,UNDER VOTES,262,3
1085,2014-11-04,3D06,WRITE-IN,50,3
1086,2014-11-04,3D07,NO CANDIDATE FILED,0,3
1087,2014-11-04,3D07,OVER VOTES,0,3
1088,2014-11-04,3D07,UNDER VOTES,56,3
1089,2014-11-04,3D07,WRITE-IN,22,3
1090,2014-11-04,3D08,MIKE N. GOLD,702,3
1091,2014-11-04,3D08,OVER VOTES,0,3
1092,2014-11-04,3D08,UNDER VOTES,298,3
1093,2014-11-04,3D08,WRITE-IN,46,3
1094,2014-11-04,3D09,"CONRAD J. DeWITTE, JR.",756,3
1095,2014-11-04,3D09,OVER VOTES,0,3
1096,2014-11-04,3D09,UNDER VOTES,420,3
1097,2014-11-04,3D09,WRITE-IN,28,3
1098,2014-11-04,3D10,OVER VOTES,0,3
1099,2014-11-04,3D10,SILVIA LUCERO,230,3
1100,2014-11-04,3D10,UNDER VOTES,98,3
1101,2014-11-04,3D10,WRITE-IN,16,3
1102,2014-11-04,3E01,ANNE WALLACE,794,3
1103,2014-11-04,3E01,KATHLEEN SWEETAPPLE,418,3
1104,2014-11-04,3E01,OVER VOTES,2,3
1105,2014-11-04,3E01,UNDER VOTES,566,3
1106,2014-11-04,3E01,WRITE-IN,62,3
1107,2014-11-04,3E02,AMY B. HALL,1192,3
1108,2014-11-04,3E02,OVER VOTES,0,3
1109,2014-11-04,3E02,UNDER VOTES,432,3
1110,2014-11-04,3E02,WRITE-IN,46,3
1111,2014-11-04,3E03,JONATHAN BENDER,1074,3
1112,2014-11-04,3E03,OVER VOTES,0,3
1113,2014-11-04,3E03,UNDER VOTES,406,3
1114,2014-11-04,3E03,WRITE-IN,72,3
1115,2014-11-04,3E04,OVER VOTES,0,3
1116,2014-11-04,3E04,SANDY SHAPIRO,532,3
1117,2014-11-04,3E04,TOM QUINN,830,3
1118,2014-11-04,3E04,UNDER VOTES,292,3
1119,2014-11-04,3E04,WRITE-IN,14,3
1120,2014-11-04,3E05,ED McALLISTER,218,3
1121,2014-11-04,3E05,JOAN SILVER,174,3
1122,2014-11-04,3E05,JONATHAN McHUGH,626,3
1123,2014-11-04,3E05,OVER VOTES,2,3
1124,2014-11-04,3E05,UNDER VOTES,268,3
1125,2014-11-04,3E05,WRITE-IN,22,3
1126,2014-11-04,3F01,ADAM SCOTT TOPE,986,3
1127,2014-11-04,3F01,OVER VOTES,0,3
1128,2014-11-04,3F01,UNDER VOTES,506,3
1129,2014-11-04,3F01,WRITE-IN,26,3
1130,2014-11-04,3F02,BRETT GRINDROD,452,3
1131,2014-11-04,3F02,KAREN PERRY,634,3
1132,2014-11-04,3F02,OVER VOTES,2,3
1133,2014-11-04,3F02,UNDER VOTES,394,3
1134,2014-11-04,3F02,WRITE-IN,28,3
1135,2014-11-04,3F03,MARY BETH RAY,1062,3
1136,2014-11-04,3F03,OVER VOTES,0,3
1137,2014-11-04,3F03,UNDER VOTES,408,3
1138,2014-11-04,3F03,WRITE-IN,64,3
1139,2014-11-04,3F04,OVER VOTES,0,3
1140,2014-11-04,3F04,SALLY W. GRESHAM,706,3
1141,2014-11-04,3F04,UNDER VOTES,266,3
1142,2014-11-04,3F04,WRITE-IN,24,3
1143,2014-11-04,3F05,NO CANDIDATE FILED,0,3
1144,2014-11-04,3F05,OVER VOTES,0,3
1145,2014-11-04,3F05,UNDER VOTES,1226,3
1146,2014-11-04,3F05,WRITE-IN,158,3
1147,2014-11-04,3F06,MALACHY NUGENT,1068,3
1148,2014-11-04,3F06,OVER VOTES,0,3
1149,2014-11-04,3F06,UNDER VOTES,496,3
1150,2014-11-04,3F06,WRITE-IN,42,3
1151,2014-11-04,3F07,NO CANDIDATE FILED,0,3
1152,2014-11-04,3F07,OVER VOTES,0,3
1153,2014-11-04,3F07,UNDER VOTES,996,3
1154,2014-11-04,3F07,WRITE-IN,358,3
1155,2014-11-04,3G01,BRIAN OLIVER,618,3
1156,2014-11-04,3G01,"CAROLYN ""CALLIE"" COOK",1066,3
1157,2014-11-04,3G01,OVER VOTES,0,3
1158,2014-11-04,3G01,UNDER VOTES,226,3
1159,2014-11-04,3G01,WRITE-IN,12,3
1160,2014-11-04,3G02,CHANDA TUCK GARFIELD,1146,3
1161,2014-11-04,3G02,OVER VOTES,0,3
1162,2014-11-04,3G02,UNDER VOTES,618,3
1163,2014-11-04,3G02,WRITE-IN,84,3
1164,2014-11-04,3G03,OVER VOTES,0,3
1165,2014-11-04,3G03,RANDY SPECK,1276,3
1166,2014-11-04,3G03,UNDER VOTES,630,3
1167,2014-11-04,3G03,WRITE-IN,58,3
1168,2014-11-04,3G04,OVER VOTES,0,3
1169,2014-11-04,3G04,REBECCA MAYDAK,1368,3
1170,2014-11-04,3G04,UNDER VOTES,480,3
1171,2014-11-04,3G04,WRITE-IN,72,3
1172,2014-11-04,3G05,OVER VOTES,0,3
1173,2014-11-04,3G05,PETER SHAPIRO,1298,3
1174,2014-11-04,3G05,UNDER VOTES,442,3
1175,2014-11-04,3G05,WRITE-IN,56,3
1176,2014-11-04,3G06,ALLEN SEEBER,424,3
1177,2014-11-04,3G06,DAN BRADFIELD,576,3
1178,2014-11-04,3G06,OVER VOTES,2,3
1179,2014-11-04,3G06,UNDER VOTES,486,3
1180,2014-11-04,3G06,WRITE-IN,6,3
1181,2014-11-04,3G07,CHRIS FROMBOLUTI,1116,3
1182,2014-11-04,3G07,OVER VOTES,0,3
1183,2014-11-04,3G07,UNDER VOTES,440,3
1184,2014-11-04,3G07,WRITE-IN,42,3
1185,2014-11-04,4A01,ACQUNETTA ANDERSON,838,4
1186,2014-11-04,4A01,KARL KENNEDY,734,4
1187,2014-11-04,4A01,OVER VOTES,0,4
1188,2014-11-04,4A01,UNDER VOTES,324,4
1189,2014-11-04,4A01,WRITE-IN,38,4
1190,2014-11-04,4A02,DWAYNE M. TOLIVER,1768,4
1191,2014-11-04,4A02,OVER VOTES,0,4
1192,2014-11-04,4A02,UNDER VOTES,306,4
1193,2014-11-04,4A02,WRITE-IN,62,4
1194,2014-11-04,4A03,OVER VOTES,0,4
1195,2014-11-04,4A03,"STEPHEN A. ""STEVE"" WHATLEY",892,4
1196,2014-11-04,4A03,UNDER VOTES,240,4
1197,2014-11-04,4A03,WRITE-IN,26,4
1198,2014-11-04,4A04,OVER VOTES,0,4
1199,2014-11-04,4A04,PATIENCE R. SINGLETON,1044,4
1200,2014-11-04,4A04,UNDER VOTES,288,4
1201,2014-11-04,4A04,WRITE-IN,26,4
1202,2014-11-04,4A05,KIMBERLY A. WORTHY,494,4
1203,2014-11-04,4A05,OVER VOTES,0,4
1204,2014-11-04,4A05,UNDER VOTES,176,4
1205,2014-11-04,4A05,WRITE-IN,4,4
1206,2014-11-04,4A06,KARRYE Y. BRAXTON,474,4
1207,2014-11-04,4A06,OVER VOTES,0,4
1208,2014-11-04,4A06,UNDER VOTES,162,4
1209,2014-11-04,4A06,WRITE-IN,18,4
1210,2014-11-04,4A07,DAVE WILSON,904,4
1211,2014-11-04,4A07,OVER VOTES,0,4
1212,2014-11-04,4A07,UNDER VOTES,306,4
1213,2014-11-04,4A07,WRITE-IN,44,4
1214,2014-11-04,4A08,GALE BLACK,1558,4
1215,2014-11-04,4A08,OVER VOTES,0,4
1216,2014-11-04,4A08,UNDER VOTES,426,4
1217,2014-11-04,4A08,WRITE-IN,72,4
1218,2014-11-04,4B01,ANDRE R. CARLEY,986,4
1219,2014-11-04,4B01,"CHARLES E. ONWUCHE, JR.",316,4
1220,2014-11-04,4B01,OVER VOTES,2,4
1221,2014-11-04,4B01,UNDER VOTES,378,4
1222,2014-11-04,4B01,WRITE-IN,50,4
1223,2014-11-04,4B02,DESIREE R. WOODARD,460,4
1224,2014-11-04,4B02,"FRANK JONES, III",746,4
1225,2014-11-04,4B02,OVER VOTES,0,4
1226,2014-11-04,4B02,UNDER VOTES,272,4
1227,2014-11-04,4B02,WRITE-IN,24,4
1228,2014-11-04,4B03,FRED GRANT,1214,4
1229,2014-11-04,4B03,OVER VOTES,0,4
1230,2014-11-04,4B03,UNDER VOTES,326,4
1231,2014-11-04,4B03,WRITE-IN,44,4
1232,2014-11-04,4B04,BRENDA PARKS,1266,4
1233,2014-11-04,4B04,OVER VOTES,0,4
1234,2014-11-04,4B04,UNDER VOTES,278,4
1235,2014-11-04,4B04,WRITE-IN,48,4
1236,2014-11-04,4B05,BRENDA SPEAKS,688,4
1237,2014-11-04,4B05,EARL E. BIGLOW,236,4
1238,2014-11-04,4B05,OVER VOTES,0,4
1239,2014-11-04,4B05,UNDER VOTES,126,4
1240,2014-11-04,4B05,WRITE-IN,12,4
1241,2014-11-04,4B06,OVER VOTES,0,4
1242,2014-11-04,4B06,RONALD (RON) AUSTIN,1248,4
1243,2014-11-04,4B06,UNDER VOTES,326,4
1244,2014-11-04,4B06,WRITE-IN,82,4
1245,2014-11-04,4B07,JUDI JONES,1480,4
1246,2014-11-04,4B07,OVER VOTES,0,4
1247,2014-11-04,4B07,UNDER VOTES,414,4
1248,2014-11-04,4B07,WRITE-IN,92,4
1249,2014-11-04,4B08,CAMILLE A. STEWART,1260,4
1250,2014-11-04,4B08,OVER VOTES,0,4
1251,2014-11-04,4B08,UNDER VOTES,346,4
1252,2014-11-04,4B08,WRITE-IN,54,4
1253,2014-11-04,4B09,DOUGLASS SLOAN,738,4
1254,2014-11-04,4B09,OVER VOTES,0,4
1255,2014-11-04,4B09,TISCHA COCKRELL,690,4
1256,2014-11-04,4B09,UNDER VOTES,172,4
1257,2014-11-04,4B09,WRITE-IN,18,4
1258,2014-11-04,4C01,OVER VOTES,0,4
1259,2014-11-04,4C01,T. A. UQDAH,872,4
1260,2014-11-04,4C01,UNDER VOTES,274,4
1261,2014-11-04,4C01,WRITE-IN,26,4
1262,2014-11-04,4C02,JOSEPH MALONEY,1238,4
1263,2014-11-04,4C02,OVER VOTES,0,4
1264,2014-11-04,4C02,UNDER VOTES,408,4
1265,2014-11-04,4C02,WRITE-IN,62,4
1266,2014-11-04,4C03,JEFF STANDISH,954,4
1267,2014-11-04,4C03,OVER VOTES,0,4
1268,2014-11-04,4C03,UNDER VOTES,292,4
1269,2014-11-04,4C03,WRITE-IN,44,4
1270,2014-11-04,4C04,CAMILLE LOYA,116,4
1271,2014-11-04,4C04,MICHAEL HALPERN,250,4
1272,2014-11-04,4C04,OVER VOTES,2,4
1273,2014-11-04,4C04,"RICKEY WILLIAMS, JR.",256,4
1274,2014-11-04,4C04,UNDER VOTES,130,4
1275,2014-11-04,4C04,WRITE-IN,2,4
1276,2014-11-04,4C05,OVER VOTES,0,4
1277,2014-11-04,4C05,UNDER VOTES,308,4
1278,2014-11-04,4C05,WRITE-IN,32,4
1279,2014-11-04,4C05,ZACH TEUTSCH,570,4
1280,2014-11-04,4C06,OVER VOTES,0,4
1281,2014-11-04,4C06,UNDER VOTES,362,4
1282,2014-11-04,4C06,VANN-DI M. GALLOWAY,958,4
1283,2014-11-04,4C06,WRITE-IN,56,4
1284,2014-11-04,4C07,DREW SCHNEIDER,500,4
1285,2014-11-04,4C07,JOHN-PAUL C. HAYWORTH,558,4
1286,2014-11-04,4C07,OVER VOTES,0,4
1287,2014-11-04,4C07,UNDER VOTES,352,4
1288,2014-11-04,4C07,WRITE-IN,36,4
1289,2014-11-04,4C08,JAMES SALT,550,4
1290,2014-11-04,4C08,OVER VOTES,0,4
1291,2014-11-04,4C08,TIMOTHY A. JONES,690,4
1292,2014-11-04,4C08,UNDER VOTES,244,4
1293,2014-11-04,4C08,WRITE-IN,28,4
1294,2014-11-04,4C09,JOSEPH MARTIN,750,4
1295,2014-11-04,4C09,OVER VOTES,0,4
1296,2014-11-04,4C09,"STEPHEN MARENCIC, JR.",254,4
1297,2014-11-04,4C09,UNDER VOTES,236,4
1298,2014-11-04,4C09,WRITE-IN,34,4
1299,2014-11-04,4C10,KATHLEEN M. CROWLEY,626,4
1300,2014-11-04,4C10,MONICA P. BLAIR,550,4
1301,2014-11-04,4C10,OVER VOTES,0,4
1302,2014-11-04,4C10,UNDER VOTES,226,4
1303,2014-11-04,4C10,WRITE-IN,44,4
1304,2014-11-04,4D01,MELISSA LINDSJO,232,4
1305,2014-11-04,4D01,NANCY E. ROTH,340,4
1306,2014-11-04,4D01,OVER VOTES,2,4
1307,2014-11-04,4D01,UNDER VOTES,250,4
1308,2014-11-04,4D01,WRITE-IN,38,4
1309,2014-11-04,4D02,OVER VOTES,0,4
1310,2014-11-04,4D02,RENEE L. BOWSER,1076,4
1311,2014-11-04,4D02,UNDER VOTES,188,4
1312,2014-11-04,4D02,WRITE-IN,26,4
1313,2014-11-04,4D03,LISA COLBERT,1104,4
1314,2014-11-04,4D03,OVER VOTES,0,4
1315,2014-11-04,4D03,UNDER VOTES,342,4
1316,2014-11-04,4D03,WRITE-IN,66,4
1317,2014-11-04,4D04,DAVID SHEON,508,4
1318,2014-11-04,4D04,DONNA BROCKINGTON,486,4
1319,2014-11-04,4D04,OVER VOTES,4,4
1320,2014-11-04,4D04,UNDER VOTES,180,4
1321,2014-11-04,4D04,WRITE-IN,10,4
1322,2014-11-04,4D05,KRYSTAL BRANTON,606,4
1323,2014-11-04,4D05,OVER VOTES,0,4
1324,2014-11-04,4D05,UNDER VOTES,210,4
1325,2014-11-04,4D05,VALIKIA R. NEWSOME,168,4
1326,2014-11-04,4D05,WRITE-IN,18,4
1327,2014-11-04,4D06,BILL QUIRK,968,4
1328,2014-11-04,4D06,OVER VOTES,2,4
1329,2014-11-04,4D06,UNDER VOTES,262,4
1330,2014-11-04,4D06,WRITE-IN,70,4
1331,2014-11-04,5A01,FRANK WILDS,1438,5
1332,2014-11-04,5A01,OVER VOTES,0,5
1333,2014-11-04,5A01,UNDER VOTES,264,5
1334,2014-11-04,5A01,WRITE-IN,22,5
1335,2014-11-04,5A02,GRACE J. LEWIS,1278,5
1336,2014-11-04,5A02,OVER VOTES,2,5
1337,2014-11-04,5A02,UNDER VOTES,298,5
1338,2014-11-04,5A02,WRITE-IN,38,5
1339,2014-11-04,5A03,ADRIAN T. JORDAN,1318,5
1340,2014-11-04,5A03,OVER VOTES,0,5
1341,2014-11-04,5A03,UNDER VOTES,346,5
1342,2014-11-04,5A03,WRITE-IN,68,5
1343,2014-11-04,5A04,NO CANDIDATE FILED,0,5
1344,2014-11-04,5A04,OVER VOTES,0,5
1345,2014-11-04,5A04,UNDER VOTES,52,5
1346,2014-11-04,5A04,WRITE-IN,4,5
1347,2014-11-04,5A05,OVER VOTES,0,5
1348,2014-11-04,5A05,RONNIE EDWARDS,452,5
1349,2014-11-04,5A05,UNDER VOTES,136,5
1350,2014-11-04,5A05,WRITE-IN,14,5
1351,2014-11-04,5A06,JASMINE N. WHITE,820,5
1352,2014-11-04,5A06,OVER VOTES,0,5
1353,2014-11-04,5A06,UNDER VOTES,254,5
1354,2014-11-04,5A06,WRITE-IN,38,5
1355,2014-11-04,5A07,OVER VOTES,0,5
1356,2014-11-04,5A07,SANDI WASHINGTON,510,5
1357,2014-11-04,5A07,UNDER VOTES,170,5
1358,2014-11-04,5A07,WRITE-IN,14,5
1359,2014-11-04,5A08,ANGEL SHERRI ALSTON,1178,5
1360,2014-11-04,5A08,OVER VOTES,0,5
1361,2014-11-04,5A08,UNDER VOTES,260,5
1362,2014-11-04,5A08,WRITE-IN,56,5
1363,2014-11-04,5B01,GAYLE HALL-CARLEY,998,5
1364,2014-11-04,5B01,OVER VOTES,0,5
1365,2014-11-04,5B01,TIMOTHY THOMAS,666,5
1366,2014-11-04,5B01,UNDER VOTES,216,5
1367,2014-11-04,5B01,WRITE-IN,24,5
1368,2014-11-04,5B02,OVER VOTES,0,5
1369,2014-11-04,5B02,UNDER VOTES,436,5
1370,2014-11-04,5B02,URSULA HIGGINS,1236,5
1371,2014-11-04,5B02,WRITE-IN,150,5
1372,2014-11-04,5B03,MICHAEL IAN MORRISON,1358,5
1373,2014-11-04,5B03,OVER VOTES,0,5
1374,2014-11-04,5B03,UNDER VOTES,358,5
1375,2014-11-04,5B03,WRITE-IN,74,5
1376,2014-11-04,5B04,"JOSE (JOE) L. BARRIOS, JR.",840,5
1377,2014-11-04,5B04,OVER VOTES,0,5
1378,2014-11-04,5B04,RAYSEEN WOODLAND,412,5
1379,2014-11-04,5B04,UNDER VOTES,196,5
1380,2014-11-04,5B04,WRITE-IN,22,5
1381,2014-11-04,5B05,NO CANDIDATE FILED,0,5
1382,2014-11-04,5B05,OVER VOTES,0,5
1383,2014-11-04,5B05,UNDER VOTES,1088,5
1384,2014-11-04,5B05,WRITE-IN,530,5
1385,2014-11-04,5C01,GAIL BREVARD,866,5
1386,2014-11-04,5C01,OVER VOTES,0,5
1387,2014-11-04,5C01,SALADIN JERU,288,5
1388,2014-11-04,5C01,UNDER VOTES,244,5
1389,2014-11-04,5C01,WRITE-IN,34,5
1390,2014-11-04,5C02,OVER VOTES,0,5
1391,2014-11-04,5C02,UNDER VOTES,270,5
1392,2014-11-04,5C02,WALTER DELEON,846,5
1393,2014-11-04,5C02,WRITE-IN,70,5
1394,2014-11-04,5C03,OVER VOTES,0,5
1395,2014-11-04,5C03,ROBERT BOB KING,674,5
1396,2014-11-04,5C03,"ROBERT LOOPER, III",872,5
1397,2014-11-04,5C03,UNDER VOTES,140,5
1398,2014-11-04,5C03,WRITE-IN,4,5
1399,2014-11-04,5C04,JACQUELINE MANNING,688,5
1400,2014-11-04,5C04,OVER VOTES,0,5
1401,2014-11-04,5C04,RODERICK L. JOHNSON,308,5
1402,2014-11-04,5C04,UNDER VOTES,322,5
1403,2014-11-04,5C04,WRITE-IN,32,5
1404,2014-11-04,5C05,FLANDERS SHARP,228,5
1405,2014-11-04,5C05,OVER VOTES,2,5
1406,2014-11-04,5C05,REGINA JAMES,672,5
1407,2014-11-04,5C05,UNDER VOTES,128,5
1408,2014-11-04,5C05,WRITE-IN,28,5
1409,2014-11-04,5C06,MERCILE BANKS,296,5
