contest_name,year,ward,anc,smd,smd_ballots,smd_anc_votes,explicit_candidates,winner,winner_votes,write_in_votes,over_votes,under_votes
3D05,2016,3,D,05,1070,848,1,Alma H. Gates,734,114,0,222
3D06,2016,3,D,06,832,644,1,Stephen Gardner,611,33,0,188
3D07,2016,3,D,07,272,39,1,WRITE-IN,39,39,0,233
3D08,2016,3,D,08,914,666,1,Michael Gold,650,16,0,248
3D09,2016,3,D,09,1072,792,1,Conrad J. DeWitte Jr.,757,35,0,280
3D10,2016,3,D,10,352,284,1,Silvia Lucero,270,14,0,68
3E01,2016,3,E,01,1230,941,1,Anne Wallace,900,41,1,288
3E02,2016,3,E,02,1210,924,1,Amy B. Hall,892,32,0,286
3E03,2016,3,E,03,1203,969,1,Jonathan Bender,915,54,0,234
3E04,2016,3,E,04,1198,935,1,Tom Quinn,891,44,0,263
3E05,2016,3,E,05,900,677,1,Jonathan McHugh,645,32,0,223
3F01,2016,3,F,01,1062,809,1,David Dickinson,785,24,0,253
3F02,2016,3,F,02,1174,934,1,Shirley Adelstein,918,16,0,240
3F03,2016,3,F,03,1240,954,1,Naomi Rutenberg,917,37,0,286
3F04,2016,3,F,04,941,145,1,WRITE-IN,145,145,0,796
3F05,2016,3,F,05,1118,810,1,Andrea Molod,791,19,0,308
3F06,2016,3,F,06,1158,891,1,Malachy Nugent,867,24,0,267
3F07,2016,3,F,07,1246,932,1,Patrick Jakopchek,903,29,0,314
3G01,2016,3,G,01,1298,1101,2,Carolyn "Callie" Cook,562,24,2,195
3G02,2016,3,G,02,1198,841,1,Chanda Tuck - Garfield,815,26,0,357
3G03,2016,3,G,03,1274,972,1,Randy Speck,943,29,0,302
3G04,2016,3,G,04,1279,995,1,Rebecca Maydak,954,41,0,284
3G05,2016,3,G,05,1210,970,1,Peter Shapiro,930,40,0,240
3G06,2016,3,G,06,1175,893,1,Dan Bradfield,865,28,1,281
3G07,2016,3,G,07,1166,866,2,Chris Fromboluti,460,22,0,300
4A01,2016,4,A,01,1229,1094,2,Phyllis C. Green,683,13,0,135
4A02,2016,4,A,02,1396,1189,1,Stacey Lincoln,1051,138,0,207
4A03,2016,4,A,03,826,721,2,Stephen A "Steve" Whatley,404,8,0,105
4A04,2016,4,A,04,1111,983,2,Patience R. Singleton,571,10,1,127
4A05,2016,4,A,05,684,521,3,Deborah Pope,328,11,0,163
4A06,2016,4,A,06,608,453,1,Karrye Y. Braxton,439,14,0,155
4A07,2016,4,A,07,944,737,1,David Wilson,718,19,1,206
4A08,2016,4,A,08,1414,1215,1,Gale Black,1176,39,0,199
4B01,2016,4,B,01,1301,1082,2,Andre R. Carley,554,36,0,219
4B02,2016,4,B,02,1158,423,1,WRITE-IN,423,423,0,735
4B03,2016,4,B,03,1244,1044,1,Scot Knickerbocker,1006,38,0,200
4B04,2016,4,B,04,1217,1051,2,Brenda Parks,765,23,0,166
4B05,2016,4,B,05,915,807,2,Yolanda Hughes,578,15,0,108
4B06,2016,4,B,06,1243,1135,2,Natalee S. Snider,744,9,1,107
4B07,2016,4,B,07,1542,1341,2,Judi Jones,696,38,1,200
4B08,2016,4,B,08,1218,1030,1,Barbara Rogers,976,54,0,188
4B09,2016,4,B,09,1341,1205,2,Tischa M. Cockrell,729,7,3,133
4C01,2016,4,C,01,992,885,2,Charlotte Nugent,605,12,1,106
4C02,2016,4,C,02,1206,1017,1,Maria Barry,989,28,0,189
4C03,2016,4,C,03,1094,896,1,Ulysses E. Campbell,871,25,0,198
4C04,2016,4,C,04,677,560,1,Michael Halpern,539,21,0,117
4C05,2016,4,C,05,826,621,1,Zach Teutsch,612,9,0,205
4C06,2016,4,C,06,1350,1082,1,Thomas Burnett,1058,24,0,268
4C07,2016,4,C,07,1160,965,1,Karen W. Cooper,944,21,1,194
4C08,2016,4,C,08,1249,1042,1,Timothy A. Jones,995,47,0,207
4C09,2016,4,C,09,1073,883,1,Joseph Martin,858,25,0,190
4C10,2016,4,C,10,1159,973,1,Jonah Goodman,951,22,0,186
4D01,2016,4,D,01,846,689,1,Nancy E. Roth,672,17,1,156
4D02,2016,4,D,02,1066,948,1,Renée L. Bowser,929,19,0,118
4D03,2016,4,D,03,1181,1025,2,Lisa Colbert,539,13,1,155
4D04,2016,4,D,04,930,791,1,David Sheon,772,19,0,139
4D05,2016,4,D,05,936,791,1,Krystal Branton,769,22,0,145
4D06,2016,4,D,06,1038,906,2,Amy Hemingway,682,18,1,131
5A01,2016,5,A,01,1332,1141,1,Frank Wilds,1099,42,0,191
5A02,2016,5,A,02,1222,1117,3,Grace J. Lewis,604,17,1,104
5A03,2016,5,A,03,1271,1039,3,Keisha S. Cofield-Lynch,514,24,1,231
5A04,2016,5,A,04,55,18,1,WRITE-IN,18,18,0,37
5A05,2016,5,A,05,574,456,1,Ronnie Edwards,441,15,0,118
5A06,2016,5,A,06,1052,813,1,A. Jamaal Lampkin,794,19,2,237
5A07,2016,5,A,07,593,453,1,Sandra "Sandi" Washington,444,9,1,139
5A08,2016,5,A,08,1127,1044,2,Gordon-Andrew Fletcher,538,10,0,83
5B01,2016,5,B,01,1299,1161,1,Gayle Hall Carley,1133,28,0,138
5B02,2016,5,B,02,1276,1038,1,Ursula Higgins,973,65,0,238
5B03,2016,5,B,03,1235,1071,2,Henri Makembe,589,23,0,164
5B04,2016,5,B,04,1146,1019,2,Rayseen Woodland,511,35,0,127
5B05,2016,5,B,05,1212,1034,1,John J. Feeley Jr.,1001,33,0,178
5C01,2016,5,C,01,1144,966,1,Gail A. Brevard,931,35,0,178
5C02,2016,5,C,02,915,777,2,Kevin Mullone,417,11,1,137
5C03,2016,5,C,03,1501,1291,1,Robert Looper III,1257,34,1,209
5C04,2016,5,C,04,956,819,3,Jacqueline Manning,448,10,1,136
5C05,2016,5,C,05,1174,989,2,Regina James,561,20,0,185
5C06,2016,5,C,06,846,664,1,LaMonica Jeffrey,629,35,3,179
5C07,2016,5,C,07,1194,993,1,Yolanda Odunsi,955,38,3,198
5D01,2016,5,D,01,812,634,1,Peta - Gay S. Lewis,609,25,0,178
5D02,2016,5,D,02,1008,895,2,Keisha L. Shropshire,450,14,0,113
5D03,2016,5,D,03,1131,1008,2,James Butler,532,25,0,123
5D04,2016,5,D,04,689,614,2,Bernice S Blacknell,397,8,0,75
5D05,2016,5,D,05,735,623,1,Kathy Henderson,550,73,0,112
5D06,2016,5,D,06,1255,1056,2,H. Yvonne Buggs,740,21,0,199
5D07,2016,5,D,07,1025,819,1,Clarence Lee,783,36,0,206
5E01,2016,5,E,01,1233,997,1,Eddie Garnett,961,36,0,236
5E02,2016,5,E,02,706,578,1,Patricia L. Williams,561,17,1,127
5E03,2016,5,E,03,1920,1542,3,Hannah R. Powell,796,49,2,376
5E04,2016,5,E,04,1214,1048,2,Sylvia M. Pinkney,739,32,0,166
5E05,2016,5,E,05,1307,1125,1,Bradley Ashton Thomas,1104,21,0,182
5E06,2016,5,E,06,1117,883,2,Katherine McClelland,638,30,0,234
5E07,2016,5,E,07,1261,1101,3,Bertha G. Holliday,439,21,0,160
5E08,2016,5,E,08,1171,978,1,Horacio Sierra,942,36,1,192
5E09,2016,5,E,09,1107,961,2,C Dianne Barnes,573,14,3,143
5E10,2016,5,E,10,1223,1122,2,Nancy "Darlene" Jones,611,9,0,101
6A01,2016,6,A,01,1326,1060,1,Marie-Claire Brown,1027,33,0,266
6A02,2016,6,A,02,1336,1108,1,Phil Toomajian,1061,47,2,226
6A03,2016,6,A,03,1370,1099,1,Michael B Soderman,1068,31,0,271
6A04,2016,6,A,04,1389,1191,1,Matt Levy,1152,39,1,197
6A05,2016,6,A,05,1422,1183,2,Patrick Malone,695,55,2,237
6A06,2016,6,A,06,1366,1149,3,Stephanie Zimny,641,192,0,217
6A07,2016,6,A,07,1095,928,1,Sondra Phillips-Gilbert,881,47,0,167
6A08,2016,6,A,08,1351,1133,1,Calvin Ward,1073,60,0,218
6B01,2016,6,B,01,1056,838,1,Jennifer E Samolyk,800,38,0,218
6B02,2016,6,B,02,1324,1070,1,Diane Hoskins,1023,47,0,254
6B03,2016,6,B,03,1316,1047,1,James M Loots,1005,42,1,268
6B04,2016,6,B,04,992,869,1,Kirsten Oldenburg,826,43,0,123
6B05,2016,6,B,05,1328,1079,1,Steve Hagedorn,1036,43,0,249
6B06,2016,6,B,06,1338,1081,1,Nick Burger,1053,28,0,257
6B07,2016,6,B,07,1099,887,1,Aimee M. Grace,868,19,0,212
6B08,2016,6,B,08,1377,1082,1,Chander Jayaraman,1035,47,0,295
6B09,2016,6,B,09,1447,1179,1,Daniel Ridge,1149,30,0,268
6B10,2016,6,B,10,1417,1210,2,Kathryn Denise Rucker Krepp,840,24,1,206
6C01,2016,6,C,01,1074,821,1,Christine Healey,790,31,0,253
6C02,2016,6,C,02,669,522,1,Karen Wirt,494,28,0,147
6C03,2016,6,C,03,1385,1106,1,Scott Price,1048,58,0,279
6C04,2016,6,C,04,1580,1236,1,Mark Eckenwiler,1187,49,0,344
6C05,2016,6,C,05,1479,1233,1,Chris Miller,1190,43,0,246
6C06,2016,6,C,06,2668,2216,1,Heather Edelman,2161,55,0,452
6D01,2016,6,D,01,1530,1272,4,Gail Fast,495,25,0,258
6D02,2016,6,D,02,1609,1295,2,Cara Lea Shockley,947,31,0,314
6D03,2016,6,D,03,1144,212,1,WRITE-IN,212,212,0,932
6D04,2016,6,D,04,1318,1115,1,Andy Litsky,1072,43,0,203
6D05,2016,6,D,05,1427,1192,4,Roger Moffatt,532,21,0,235
6D06,2016,6,D,06,1288,1037,1,Rhonda Natalie Hamilton,1017,20,0,251
6D07,2016,6,D,07,2040,1775,1,Meredith Fascett,1739,36,0,265
6E01,2016,6,E,01,1633,1380,2,Alexander M. "Alex" Padro,813,24,1,252
6E02,2016,6,E,02,1312,1100,4,Anthony Brown,433,17,2,210
6E03,2016,6,E,03,871,757,2,Frank S. Wiggins,511,22,0,114
6E04,2016,6,E,04,1535,1341,4,Lily Roberts,770,16,1,193
6E05,2016,6,E,05,1949,1690,2,Alex Marriott,1221,18,0,259
6E06,2016,6,E,06,654,509,1,Alvin Judd Sr.,482,27,1,144
6E07,2016,6,E,07,1175,897,1,Kevin M. Rogers,864,33,1,277
7B01,2016,7,B,01,937,831,2,Debra Walker,421,16,1,105
7B02,2016,7,B,02,1073,899,1,Tiffany L. Brown,877,22,0,174
7B03,2016,7,B,03,965,110,1,WRITE-IN,110,110,0,855
7B04,2016,7,B,04,1363,1177,1,Phillip J. Hammond,1123,54,0,186
7B05,2016,7,B,05,1053,957,3,Robin Hammond Marlin,359,8,0,96
7B06,2016,7,B,06,1208,1059,2,Donovan Anderson,631,23,1,148
7B07,2016,7,B,07,1306,1152,2,D.L. Humphrey,588,8,0,154
7C01,2016,7,C,01,940,745,1,Patricia Malloy,702,43,0,195
7C02,2016,7,C,02,933,837,2,Mary C. Morgan,450,16,0,96
7C03,2016,7,C,03,921,849,2,Catherine A. Woods,513,8,0,72
7C04,2016,7,C,04,953,824,2,Anthony Lorenzo Green,541,8,0,129
7C05,2016,7,C,05,966,874,2,Mary L. Gaffney,533,19,0,92
7C06,2016,7,C,06,926,179,1,WRITE-IN,179,179,0,747
7C07,2016,7,C,07,970,808,1,Antawan Holmes,793,15,0,162
7D01,2016,7,D,01,1068,985,2,Bob Coomber,491,16,0,83
7D02,2016,7,D,02,1078,855,1,Siraaj Hasan,824,31,0,223
7D03,2016,7,D,03,643,535,1,Dorothy Douglas,528,7,1,107
7D04,2016,7,D,04,1191,1079,2,Jo-Anne Prue,690,8,3,109
7D05,2016,7,D,05,1074,822,1,Janis D. Hazel,788,34,1,251
7D06,2016,7,D,06,906,794,2,Sherice A. Muhammad,482,16,0,112
7D07,2016,7,D,07,982,763,1,Justin A. Lini,744,19,0,219
7E01,2016,7,E,01,1066,939,2,Benjamin E. Thomas Sr.,544,22,0,127
7E02,2016,7,E,02,1115,957,1,Linda S. Green,922,35,1,157
7E03,2016,7,E,03,756,625,1,Ebbon A. Allen,602,23,0,131
7E04,2016,7,E,04,1014,897,2,Takiyah "T.N." Tate,472,17,2,115
7E05,2016,7,E,05,817,670,1,Ashley Emerson,635,35,2,145
7E06,2016,7,E,06,934,855,3,Dontrell A. Smith,388,14,0,79
7E07,2016,7,E,07,881,786,2,Linda M. Holmes,412,44,0,95
7F01,2016,7,F,01,1079,946,4,Tyrell M. Holcomb,414,5,2,131
7F02,2016,7,F,02,1114,864,1,Terrance Hunter,833,31,0,250
7F03,2016,7,F,03,811,694,2,Sheila M. Carson Carr,485,10,2,115
7F04,2016,7,F,04,533,425,1,Charlene Exum,415,10,1,107
7F05,2016,7,F,05,893,735,1,Karen Settles,716,19,0,158
7F06,2016,7,F,06,915,738,1,Carol E. Fletcher,710,28,1,176
7F07,2016,7,F,07,46,2,1,WRITE-IN,2,2,0,44
8A01,2016,8,A,01,1171,978,1,Holly Muhammad,938,40,2,191
8A02,2016,8,A,02,1153,972,1,Barbara J. Clark,950,22,1,180
8A03,2016,8,A,03,1012,138,1,WRITE-IN,138,138,0,874
8A04,2016,8,A,04,642,535,1,Troy Donté Prestwood,522,13,0,107
8A05,2016,8,A,05,976,839,2,Travon Hawkins,514,19,0,137
8A06,2016,8,A,06,1055,943,4,Greta J. Fuller,342,22,2,110
8A07,2016,8,A,07,1072,905,1,T'Chaka M. Sapp,863,42,0,167
8B01,2016,8,B,01,931,790,2,Khadijah Watson,507,18,1,140
8B02,2016,8,B,02,712,560,1,Paul Trantham,522,38,0,152
8B03,2016,8,B,03,960,854,3,India Blocker,355,10,1,105
8B04,2016,8,B,04,755,683,2,Mikelle Bassett,350,8,0,72
8B05,2016,8,B,05,691,540,1,Betty Scippio,511,29,0,151
8B06,2016,8,B,06,734,608,2,Mitchell G. Hawkins III,487,22,0,126
8B07,2016,8,B,07,672,565,1,Keeon Bassett,554,11,0,107
8C01,2016,8,C,01,626,572,2,Karen "Coach" Lucas,301,8,1,53
8C02,2016,8,C,02,744,619,1,(Terry) Teresa Stith,590,29,0,125
8C03,2016,8,C,03,855,745,2,Sharece Crawford,427,30,1,109
8C04,2016,8,C,04,905,794,2,David Jones,433,13,0,111
8C05,2016,8,C,05,472,400,2,Brenda E. Shields,260,9,0,72
8C06,2016,8,C,06,742,658,2,Rhonda L. Edwards - Hines,398,13,1,83
8C07,2016,8,C,07,861,763,3,Mary J. Cuthbert,274,8,0,98
8D01,2016,8,D,01,921,727,1,Patricia (Pat) Carmon,697,30,2,192
8D02,2016,8,D,02,752,635,1,Olivia L. Henderson,615,20,0,117
8D03,2016,8,D,03,656,502,1,Absalom "Ab" Jordan,494,8,0,154
8D04,2016,8,D,04,519,421,1,Monique T. Diop,417,4,2,96
8D05,2016,8,D,05,717,51,1,WRITE-IN,51,51,0,666
8D06,2016,8,D,06,928,88,1,WRITE-IN,88,88,0,840
8D07,2016,8,D,07,613,515,1,Theresa H. Jones,494,21,0,98
8E01,2016,8,E,01,942,784,1,Joseph Johnson,743,41,2,156
8E02,2016,8,E,02,887,721,1,Anthony Muhammad,682,39,1,165
8E03,2016,8,E,03,712,580,1,Monica Watts,565,15,0,132
8E04,2016,8,E,04,1013,890,2,Kendall L. Simmons,468,22,0,123
8E05,2016,8,E,05,1080,867,1,Christopher L. Hawthorne,844,23,0,213
8E06,2016,8,E,06,838,629,1,Karlene (K.) Armstead,612,17,0,209
8E07,2016,8,E,07,895,735,1,Stephen A. Slaughter,714,21,0,160
1A01,2018,1,A,01,465,415,2,Layla Bonnot,260,10,1,49
1A02,2018,1,A,02,859,763,2,Teresa A. Edmondson,387,8,0,96
1A03,2018,1,A,03,567,446,1,Zach Rybarczyk,437,9,0,121
1A04,2018,1,A,04,689,544,1,Matthew Goldschmidt,515,29,0,145
1A05,2018,1,A,05,566,496,1,Christine Miller,478,18,0,70
1A06,2018,1,A,06,902,757,1,Angelica Castanon,725,32,0,145
1A07,2018,1,A,07,833,680,1,Jen Bundy,652,28,0,153
1A08,2018,1,A,08,1044,941,1,Kent C. Boese,914,27,1,102
1A09,2018,1,A,09,721,609,1,Michael Wray,573,36,0,112
1A10,2018,1,A,10,848,747,1,Rashida Brown,727,20,0,101
1A11,2018,1,A,11,642,554,1,Dotti Love Wade,519,35,0,88
1A12,2018,1,A,12,590,59,1,WRITE-IN,59,59,0,531
1B01,2018,1,B,01,862,766,1,Anita Norman,734,32,0,96
1B02,2018,1,B,02,1210,926,2,Dan Orlaskey,558,19,1,283
1B03,2018,1,B,03,697,570,1,Sedrick Muhammad,540,30,0,127
1B04,2018,1,B,04,1007,784,1,Jon D. Squicciarini,749,35,0,223
1B05,2018,1,B,05,887,644,2,James Cordes,322,25,1,242
1B06,2018,1,B,06,760,645,1,Jen Bristol,625,20,0,115
1B07,2018,1,B,07,412,324,1,Jessica Smith,305,19,0,88
1B08,2018,1,B,08,738,595,1,Joshua R. Mater,581,14,0,143
1B09,2018,1,B,09,813,677,1,James A. Turner,642,35,0,136
1B10,2018,1,B,10,364,322,1,Danny Delaney,298,24,0,42
1B11,2018,1,B,11,748,638,1,Robb Hudson,556,82,0,110
1B12,2018,1,B,12,1045,868,1,Dan Winston,847,21,1,176
1C01,2018,1,C,01,1043,832,1,Amir Irani,808,24,0,211
1C02,2018,1,C,02,1115,880,2,Bridget Pooley,502,17,0,235
1C03,2018,1,C,03,921,742,1,Ted Guthrie,711,31,1,178
1C04,2018,1,C,04,1006,779,1,Douglas Ely,747,32,1,226
1C05,2018,1,C,05,992,823,1,Damiana Dendy,780,43,0,169
1C06,2018,1,C,06,1012,859,2,Michaela Wright,726,15,1,152
1C07,2018,1,C,07,972,831,2,Japer Bowles,485,14,0,141
1C08,2018,1,C,08,934,794,1,Amanda Fox Perry,765,29,0,140
1D01,2018,1,D,01,973,792,1,Jon Stewart,754,38,0,181
1D02,2018,1,D,02,529,429,1,Robin Sandenburgh,416,13,0,100
1D03,2018,1,D,03,1075,988,2,Jack McKay,564,7,0,87
1D04,2018,1,D,04,777,565,2,Yasmin Romero-Latin,389,17,0,212
1D05,2018,1,D,05,976,804,2,Chelsea A. Allinger,443,21,0,172
2A01,2018,2,A,01,123,104,1,Patrick Kennedy,98,6,0,19
2A02,2018,2,A,02,614,505,1,Nicole Goldin,490,15,0,109
2A03,2018,2,A,03,496,397,1,Trupti J. Patel,367,30,0,99
2A04,2018,2,A,04,589,570,2,William K Smith,342,2,0,19
2A05,2018,2,A,05,273,229,1,Philip J. Schrefer,210,19,1,43
2A06,2018,2,A,06,465,394,1,Jeri Epstein,381,13,0,71
2A07,2018,2,A,07,156,132,1,Detrick D Campbell,126,6,0,24
2A08,2018,2,A,08,109,21,1,WRITE-IN,21,21,0,88
2B01,2018,2,B,01,777,629,1,Matthew H Sampson,595,34,0,148
2B02,2018,2,B,02,634,539,1,Daniel Warwick,513,26,0,95
2B03,2018,2,B,03,755,569,2,Lucky Barbieri,283,24,0,186
2B04,2018,2,B,04,1012,904,2,Aaron Landry,578,12,0,108
2B05,2018,2,B,05,766,656,1,Randy D Downs,621,35,0,110
2B06,2018,2,B,06,715,598,1,Mike Silverstein,574,24,0,117
2B07,2018,2,B,07,871,728,1,Kari Cunningham,692,36,0,143
2B08,2018,2,B,08,947,809,1,Beverly Schwartz,759,50,0,138
2B09,2018,2,B,09,1004,882,1,Ed Hanlon,557,325,1,121
2C01,2018,2,C,01,661,515,2,Michael D. Shankle,324,14,0,146
2C02,2018,2,C,02,636,520,1,Jamaal T. Burton,502,18,0,116
2C03,2018,2,C,03,545,449,1,Kevin Wilsey,425,24,0,96
2D01,2018,2,D,01,561,466,1,David R. Bender,441,25,0,95
2D02,2018,2,D,02,529,458,2,Jeff Nestler,257,16,0,71
2E01,2018,2,E,01,598,586,2,Kishan Putta,397,5,0,12
2E02,2018,2,E,02,509,429,1,Joe Gibbons,401,28,0,80
2E03,2018,2,E,03,457,396,1,Rick Murphy,373,23,0,61
2E04,2018,2,E,04,4,4,1,Anna Landre,4,0,0,0
2E05,2018,2,E,05,332,292,1,Lisa Palmer,282,10,0,40
2E06,2018,2,E,06,675,638,2,Gwendolyn Lohse,419,4,0,37
2E07,2018,2,E,07,756,632,1,Elizabeth H. Miller,597,35,0,124
2E08,2018,2,E,08,142,25,1,WRITE-IN,25,25,0,117
2F01,2018,2,F,01,870,719,1,Jason Forman,687,32,0,151
2F02,2018,2,F,02,836,696,1,John Guggenmos,674,22,0,140
2F03,2018,2,F,03,892,722,1,Tom Alexander,697,25,0,170
2F04,2018,2,F,04,878,730,1,John Fanning,707,23,0,148
2F05,2018,2,F,05,756,592,1,Ron Rubin,571,21,1,163
2F06,2018,2,F,06,887,761,1,Ian Simon,725,36,1,125
2F07,2018,2,F,07,606,488,1,Kevin J Sylvester,464,24,1,117
2F08,2018,2,F,08,565,454,2,Janice Ferebee,296,10,0,111
3B01,2018,3,B,01,772,625,1,Ann Lane Mladinov,600,25,0,147
3B02,2018,3,B,02,631,535,1,Jackie Blumenthal,514,21,0,96
3B03,2018,3,B,03,853,731,1,Melissa Lane,713,18,0,122
3B04,2018,3,B,04,1100,901,1,Mary C. Young,883,18,0,199
3B05,2018,3,B,05,738,631,1,Brian G. Turmail,609,22,0,107
3C01,2018,3,C,01,966,789,2,Lee Brian Reba,445,18,0,177
3C02,2018,3,C,02,1141,925,1,Jason Fink,894,31,0,216
3C03,2018,3,C,03,1056,799,1,Jimmy Dubois,769,30,1,256
3C04,2018,3,C,04,860,704,1,Beau Finley,687,17,0,156
3C05,2018,3,C,05,1181,1010,1,Emma Hersh,964,46,0,171
3C06,2018,3,C,06,867,779,1,Angela Bradbery,645,134,0,88
3C07,2018,3,C,07,755,618,1,Maureen Kinlan Boucher,593,25,0,137
3C08,2018,3,C,08,776,620,2,Victoria Gersten,474,11,2,154
3C09,2018,3,C,09,911,760,1,Nancy J. MacWood,720,40,0,151
3D01,2018,3,D,01,840,677,1,Chuck Elkins,659,18,1,162
3D02,2018,3,D,02,427,359,1,Troy Kravitz,332,27,1,67
3D03,2018,3,D,03,697,484,1,Paige Ela,454,30,0,213
3D04,2018,3,D,04,845,709,1,Michael Sriqui,659,50,0,136
3D05,2018,3,D,05,825,783,2,Alan Karnofsky,490,6,1,41
3D06,2018,3,D,06,550,134,1,WRITE-IN,134,134,0,416
3D07,2018,3,D,07,70,61,1,Taylor Berlin,61,0,0,9
3D08,2018,3,D,08,639,497,1,Christine Warnke,484,13,0,142
3D09,2018,3,D,09,727,567,1,J.P. Szymkowicz,521,46,0,160
3D10,2018,3,D,10,205,31,1,WRITE-IN,31,31,0,174
3E01,2018,3,E,01,1011,778,1,Greg Ehrhardt,717,61,1,232
3E02,2018,3,E,02,914,779,2,Amy B. Hall,440,11,1,134
3E03,2018,3,E,03,915,778,1,Jonathan Bender,729,49,1,136
3E04,2018,3,E,04,981,815,1,Tom Quinn,775,40,0,166
3E05,2018,3,E,05,704,585,1,Jonathan McHugh,552,33,0,119
3F01,2018,3,F,01,868,687,1,David Dickinson,657,30,0,181
3F02,2018,3,F,02,914,813,2,Carolinn A Kuebler,643,6,1,100
3F03,2018,3,F,03,947,786,1,Naomi Rutenberg,762,24,0,161
3F04,2018,3,F,04,828,134,1,WRITE-IN,134,134,0,694
3F05,2018,3,F,05,851,666,1,Andrea Molod,651,15,0,185
3F06,2018,3,F,06,913,739,2,Monika Nemeth,415,14,0,174
3F07,2018,3,F,07,979,802,1,Patrick Jakopchek,773,29,0,177
3G01,2018,3,G,01,950,764,1,Abraham Clayman,725,39,0,186
3G02,2018,3,G,02,946,706,1,Chanda Tuck-Garfield,665,41,1,239
3G03,2018,3,G,03,1021,853,1,Randy Speck,822,31,0,168
3G04,2018,3,G,04,1022,838,1,Rebecca Maydak,797,41,0,184
3G05,2018,3,G,05,974,827,2,Jerry Malitz,449,17,0,147
3G06,2018,3,G,06,947,753,1,Dan Bradfield,726,27,0,194
3G07,2018,3,G,07,885,698,1,Chris Fromboluti,678,20,0,187
4A01,2018,4,A,01,1017,920,2,Phyllis Green,542,19,0,97
4A02,2018,4,A,02,1150,1092,2,Stacey Lincoln,613,7,0,58
4A03,2018,4,A,03,654,566,1,Stephen A. "Steve" Whatley,536,30,0,88
4A04,2018,4,A,04,800,729,2,Patience R. Singleton,463,10,1,70
4A05,2018,4,A,05,447,369,1,Deborah Pope,342,27,0,78
4A06,2018,4,A,06,385,307,1,Candace Tiana Nelson,297,10,0,78
4A07,2018,4,A,07,664,154,1,WRITE-IN,154,154,0,510
4A08,2018,4,A,08,1153,1021,1,Gale Black,977,44,1,131
4B01,2018,4,B,01,1052,938,2,Evan Yeats,506,17,0,114
4B02,2018,4,B,02,905,815,2,Erin Palmer,601,23,0,90
4B03,2018,4,B,03,940,812,1,Scot Knickerbocker,770,42,0,128
4B04,2018,4,B,04,960,856,1,Brenda Parks,819,37,0,104
4B05,2018,4,B,05,641,113,1,WRITE-IN,113,113,0,528
4B06,2018,4,B,06,971,814,1,Natalee S. Snider,642,172,0,157
4B07,2018,4,B,07,1301,1206,3,Geoff Bromaghim,528,15,0,95
4B08,2018,4,B,08,950,863,2,Alison Brooks,657,26,0,87
4B09,2018,4,B,09,1052,1018,2,La Roya A. Huff,515,6,1,33
4C01,2018,4,C,01,712,653,2,Charlotte Nugent,495,16,0,59
4C02,2018,4,C,02,975,817,1,Maria Barry,761,56,0,158
4C03,2018,4,C,03,819,684,2,Ulysses E. Campbell,399,21,1,134
4C04,2018,4,C,04,557,160,1,WRITE-IN,160,160,0,397
4C05,2018,4,C,05,678,543,2,Debbie Matties,344,15,0,135
4C06,2018,4,C,06,1051,850,1,Bennett Hilley,801,49,3,198
4C07,2018,4,C,07,933,801,2,Kim Varzi,651,27,0,132
4C08,2018,4,C,08,1013,890,1,WRITE-IN,450,450,0,123
4C09,2018,4,C,09,842,757,2,Tearsa Coates,472,22,1,84
4C10,2018,4,C,10,918,779,1,Jonah Goodman,700,79,0,139
4D01,2018,4,D,01,601,480,1,Peter Tabor,462,18,0,121
4D02,2018,4,D,02,823,751,1,Renee L. Bowser,733,18,0,72
4D03,2018,4,D,03,927,764,1,Aaron Polkey,734,30,0,163
4D04,2018,4,D,04,708,605,1,Jamie Barden,587,18,0,103
4D05,2018,4,D,05,654,545,1,Krystal Branton,521,24,0,109
4D06,2018,4,D,06,786,659,1,Jonathan Nobil,623,36,0,127
5A01,2018,5,A,01,1032,933,2,Frank Wilds,632,19,1,98
5A02,2018,5,A,02,950,855,1,Grace J. Lewis,782,73,0,95
5A03,2018,5,A,03,1028,906,2,Emily Singer Lucio,443,33,0,122
5A04,2018,5,A,04,18,3,1,WRITE-IN,3,3,0,15
5A05,2018,5,A,05,363,323,2,Ronnie Edwards,167,2,0,40
5A06,2018,5,A,06,722,610,1,A. Jamaal Lampkin,567,43,0,112
5A07,2018,5,A,07,427,361,1,Sandra "Sandi" Washington,348,13,1,65
5A08,2018,5,A,08,1089,983,1,Gordon - Andrew Fletcher,934,49,0,106
5B01,2018,5,B,01,1056,967,1,Gayle Carley,927,40,0,89
5B02,2018,5,B,02,1006,859,1,Ursula Higgins,800,59,1,146
5B03,2018,5,B,03,1087,910,1,Henri Makembe,846,64,0,177
5B04,2018,5,B,04,1041,883,1,Ra Amin,843,40,0,158
5B05,2018,5,B,05,1023,871,2,Landon Jones,429,28,0,152
5C01,2018,5,C,01,891,798,3,Gail A. Brevard,454,25,0,93
5C02,2018,5,C,02,748,675,2,Lauren Rogers,449,15,0,73
5C03,2018,5,C,03,1199,1064,1,Robert Looper III,1031,33,1,134
5C04,2018,5,C,04,738,653,1,Jacqueline Manning,618,35,0,85
5C05,2018,5,C,05,763,657,1,Darlene Oliver,629,28,0,106
5C06,2018,5,C,06,615,553,3,Kirsten Williams,207,7,0,62
